,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation,user_split,user_text,target,location
358,NWSBrownsville, Move to higher ground! Flash Flood Warning including Zapata TX and Siesta Shores TX until 1:15 AM CDT ,2016-09-26 03:25:41+00:00,2,2,,,,NWSBrownsville,NWSBrownsville  Move to higher ground! Flash Flood Warning including Zapata TX and Siesta Shores TX until 1:15 AM CDT ,1,IA
359,USGS_TexasFlood,"#USGS08195000 - Frio Rv at Concan, TX is below NWS flood stage (11ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08195000&amp;t=20160925203000",2016-09-26 02:39:10+00:00,0,0,,#USGS08195000,,USGS TexasFlood,"USGS TexasFlood #USGS08195000 - Frio Rv at Concan, TX is below NWS flood stage (11ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08195000&amp;t=20160925203000",1,IA
360,haticekcanada,"birbirin devami seklindeki twitlerinizi ""flood"" seklinde yazsaniz guzel olur bundan oncekileri gorunmuyor ta ki 15 eylule kadar",2016-09-26 02:38:54+00:00,0,0,,,,haticekcanada,"haticekcanada birbirin devami seklindeki twitlerinizi ""flood"" seklinde yazsaniz guzel olur bundan oncekileri gorunmuyor ta ki 15 eylule kadar",1,IA
361,USGS_TexasFlood,"#USGS08195000 - Frio Rv at Concan, TX is above NWS flood stage (11ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08195000&amp;t=20160925203000",2016-09-26 01:39:10+00:00,0,0,,#USGS08195000,,USGS TexasFlood,"USGS TexasFlood #USGS08195000 - Frio Rv at Concan, TX is above NWS flood stage (11ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08195000&amp;t=20160925203000",1,IA
362,USGS_TexasFlood,"#USGS08190000 - Nueces Rv at Laguna, TX is above NWS flood stage (10ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08190000&amp;t=20160925193000",2016-09-26 00:45:09+00:00,0,0,,#USGS08190000,,USGS TexasFlood,"USGS TexasFlood #USGS08190000 - Nueces Rv at Laguna, TX is above NWS flood stage (10ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08190000&amp;t=20160925193000",1,IA
363,SanAntonioCP,A Flood Advisory is in effect for Atascosa &amp; southern Bexar counties until 915 PM. Expect moderate to heavy rain an… https://twitter.com/i/web/status/780189399933792256,2016-09-26 00:31:12+00:00,0,0,,,,SanAntonioCP,SanAntonioCP A Flood Advisory is in effect for Atascosa &amp; southern Bexar counties until 915 PM. Expect moderate to heavy rain an… https://twitter.com/i/web/status/780189399933792256,1,IA
364,iembot_crp,"At 7:10 PM, 1 SW Calliham [Mcmullen Co, TX] PUBLIC reports FLASH FLOOD #CRP http://mesonet.agron.iastate.edu/lsr/#CRP/201609260010/201609260010",2016-09-26 00:30:20+00:00,0,0,,#CRP,,iembot crp,"iembot crp At 7:10 PM, 1 SW Calliham [Mcmullen Co, TX] PUBLIC reports FLASH FLOOD #CRP http://mesonet.agron.iastate.edu/lsr/#CRP/201609260010/201609260010",1,IA
365,iembot_crp,"At 6:38 PM, Tilden [Mcmullen Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #CRP http://mesonet.agron.iastate.edu/lsr/#CRP/201609252338/201609252338",2016-09-26 00:23:47+00:00,0,0,,#CRP,,iembot crp,"iembot crp At 6:38 PM, Tilden [Mcmullen Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #CRP http://mesonet.agron.iastate.edu/lsr/#CRP/201609252338/201609252338",1,IA
366,iembot_ewx,"At 4:45 PM, 1 ENE Garner State Park [Uvalde Co, TX] EMERGENCY MNGR reports FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609252145/201609252145",2016-09-25 23:56:50+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 4:45 PM, 1 ENE Garner State Park [Uvalde Co, TX] EMERGENCY MNGR reports FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609252145/201609252145",1,IA
367,Austin_CP,"A Flood Advisory is in effect for Bastrop, Lee and northern Fayette counties until 8 PM. Expect moderate to heavy r… https://twitter.com/i/web/status/780169377094127616",2016-09-25 23:16:37+00:00,0,0,,,,Austin CP,"Austin CP A Flood Advisory is in effect for Bastrop, Lee and northern Fayette counties until 8 PM. Expect moderate to heavy r… https://twitter.com/i/web/status/780169377094127616",1,IA
368,SanAntonioCP,"Flash flood watch issued for Texas Hill Country, counties west of San Antonio KSATnews http://ksat.tv/2d1QUkH",2016-09-25 22:57:05+00:00,0,0,,,,SanAntonioCP,"SanAntonioCP Flash flood watch issued for Texas Hill Country, counties west of San Antonio KSATnews http://ksat.tv/2d1QUkH",1,IA
369,BlairKamin,Volunteers rally to remove historic Paramount Theatre seats before flood hits Cedar Rapids http://www.thegazette.com/subject/news/flood-2016/volunteers-rally-to-remove-paramount-theatre-seats-before-flood-20160925 via @gazettedotcom,2016-09-25 22:49:16+00:00,4,7,@gazettedotcom,,,BlairKamin,BlairKamin Volunteers rally to remove historic Paramount Theatre seats before flood hits Cedar Rapids http://www.thegazette.com/subject/news/flood-2016/volunteers-rally-to-remove-paramount-theatre-seats-before-flood-20160925 via @gazettedotcom,1,IA
370,BlairKamin,"As Cedar River threatens to flood Cedar Rapids, L.H. Sullivan's bank there, now a restaurant, could be in harm's way ",2016-09-25 22:40:34+00:00,7,11,,,,BlairKamin,"BlairKamin As Cedar River threatens to flood Cedar Rapids, L.H. Sullivan's bank there, now a restaurant, could be in harm's way ",1,IA
371,NWSSanAntonio, Move to higher ground! Flash Flood Warning continues for Brackettville TX until 6:15 PM CDT ,2016-09-25 22:09:19+00:00,4,3,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning continues for Brackettville TX until 6:15 PM CDT ,1,IA
372,BLifeRoanoke,Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu3S,2016-09-25 21:41:12+00:00,0,0,,,,BLifeRoanoke,BLifeRoanoke Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu3S,1,IA
373,BLifeCorinth,Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu3L,2016-09-25 21:40:52+00:00,0,0,,,,BLifeCorinth,BLifeCorinth Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu3L,1,IA
374,iembot_ewx,"At 4:29 PM, Garner State Park [Uvalde Co, TX] TRAINED SPOTTER reports FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609252129/201609252129",2016-09-25 21:40:02+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 4:29 PM, Garner State Park [Uvalde Co, TX] TRAINED SPOTTER reports FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609252129/201609252129",1,IA
375,LewisvilleBL,Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu2n,2016-09-25 21:39:30+00:00,0,0,,,,LewisvilleBL,LewisvilleBL Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu2n,1,IA
376,NWSSanAntonio, Move to higher ground! Flash Flood Warning continues for Rocksprings TX and Camp Wood TX until 5:45 PM CDT ,2016-09-25 21:37:08+00:00,2,1,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning continues for Rocksprings TX and Camp Wood TX until 5:45 PM CDT ,1,IA
377,USGS_TexasFlood,"#USGS08190500 - W Nueces Rv nr Brackettville, TX is above NWS flood stage (15ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08190500&amp;t=20160925163000",2016-09-25 21:36:08+00:00,0,0,,#USGS08190500,,USGS TexasFlood,"USGS TexasFlood #USGS08190500 - W Nueces Rv nr Brackettville, TX is above NWS flood stage (15ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08190500&amp;t=20160925163000",1,IA
378,BLifeWestlake,Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu1b,2016-09-25 21:35:27+00:00,0,0,,,,BLifeWestlake,BLifeWestlake Greenbelt in Denton County Reopens After Floods http://bubly.us/Nu1b,1,IA
379,Austin_CP,"A Flood Advisory is in effect for portions of Bexar, Comal and Kendall counties until 6:15 PM. Remain alert for min… https://twitter.com/i/web/status/780146349413064704",2016-09-25 21:26:18+00:00,0,0,,,,Austin CP,"Austin CP A Flood Advisory is in effect for portions of Bexar, Comal and Kendall counties until 6:15 PM. Remain alert for min… https://twitter.com/i/web/status/780146349413064704",1,IA
380,GreerSpotts,"Couldn't have survived a week of Ice-ages,Floods, and Wars without this amazing group of people.… https://www.instagram.com/p/BKyzG26jo4B/",2016-09-25 21:18:50+00:00,0,0,,,,GreerSpotts,"GreerSpotts Couldn't have survived a week of Ice-ages,Floods, and Wars without this amazing group of people.… https://www.instagram.com/p/BKyzG26jo4B/",1,IA
381,SanAntonioCP,Thousands flood Broadway for Síclovía despite threat of rain via mySA http://www.mysanantonio.com/news/local/article/Thousands-flood-Broadway-for-S-clov-a-despite-9283508.php?cmpid=twitter-desktop,2016-09-25 21:05:47+00:00,0,0,,,,SanAntonioCP,SanAntonioCP Thousands flood Broadway for Síclovía despite threat of rain via mySA http://www.mysanantonio.com/news/local/article/Thousands-flood-Broadway-for-S-clov-a-despite-9283508.php?cmpid=twitter-desktop,1,IA
382,djdelphi,The Flood @Boulder Creek Boulder CO https://www.instagram.com/p/BKyvifZD2Ty/,2016-09-25 20:47:38+00:00,0,0,,,,djdelphi,djdelphi The Flood @Boulder Creek Boulder CO https://www.instagram.com/p/BKyvifZD2Ty/,1,IA
383,iembot_ewx,"At 3:41 PM, 13 NW Brackettville [Kinney Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609252041/201609252041",2016-09-25 20:43:11+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 3:41 PM, 13 NW Brackettville [Kinney Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609252041/201609252041",1,IA
384,jennie_bear,"Just a little minor flash flooding. #louisiana #metarie #flood @Metairie, Louisiana https://www.instagram.com/p/BKyuYtug4n2/",2016-09-25 20:37:33+00:00,0,0,,#louisiana #metarie #flood,,jennie bear,"jennie bear Just a little minor flash flooding. #louisiana #metarie #flood @Metairie, Louisiana https://www.instagram.com/p/BKyuYtug4n2/",1,IA
385,NWSSanAntonio, Move to higher ground! Flash Flood Warning continues for Rocksprings TX and Camp Wood TX until 4:45 PM CDT ,2016-09-25 20:12:28+00:00,0,0,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning continues for Rocksprings TX and Camp Wood TX until 4:45 PM CDT ,1,IA
386,iembot_ewx,"At 2:15 PM, Brackettville [Kinney Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251915/201609251915",2016-09-25 19:53:29+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 2:15 PM, Brackettville [Kinney Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251915/201609251915",1,IA
387,NWSSanAntonio, Move to higher ground! Flash Flood Warning including Brackettville TX until 5:15 PM CDT ,2016-09-25 19:19:53+00:00,4,2,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning including Brackettville TX until 5:15 PM CDT ,1,IA
388,FortWorthCP,Heavy rain today is leading to localized flooding problems!! Never drive through flood waters! Drive safe today! ,2016-09-25 19:15:07+00:00,0,0,,,,FortWorthCP,FortWorthCP Heavy rain today is leading to localized flooding problems!! Never drive through flood waters! Drive safe today! ,1,IA
389,NWSSanAntonio, Move to higher ground! Flash Flood Warning continues for Rocksprings TX and Camp Wood TX until 4:45 PM CDT ,2016-09-25 19:11:33+00:00,1,3,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning continues for Rocksprings TX and Camp Wood TX until 4:45 PM CDT ,1,IA
390,iembot_ewx,"At 1:59 PM, Rocksprings [Edwards Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251859/201609251859",2016-09-25 19:00:39+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 1:59 PM, Rocksprings [Edwards Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251859/201609251859",1,IA
391,USGS_TexasFlood,"#USGS08164370 - Navidad Rv at Morales, TX is below NWS flood stage (29ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08164370&amp;t=20160925111500",2016-09-25 18:08:06+00:00,0,0,,#USGS08164370,,USGS TexasFlood,"USGS TexasFlood #USGS08164370 - Navidad Rv at Morales, TX is below NWS flood stage (29ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08164370&amp;t=20160925111500",1,IA
392,iembot_ict,"At 6:29 PM, Mcpherson [Mcpherson Co, KS] LAW ENFORCEMENT reports FLOOD #ICT http://mesonet.agron.iastate.edu/lsr/#ICT/201609242329/201609242329",2016-09-25 17:14:42+00:00,0,0,,#ICT,,iembot ict,"iembot ict At 6:29 PM, Mcpherson [Mcpherson Co, KS] LAW ENFORCEMENT reports FLOOD #ICT http://mesonet.agron.iastate.edu/lsr/#ICT/201609242329/201609242329",1,IA
393,NWSSanAntonio, Move to higher ground! Flash Flood Warning including Rocksprings TX and Camp Wood TX until 2:45 PM CDT ,2016-09-25 16:51:43+00:00,4,1,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning including Rocksprings TX and Camp Wood TX until 2:45 PM CDT ,1,IA
394,iembot_ewx,"At 10:30 AM, 1 NNW Barksdale [Real Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251530/201609251530",2016-09-25 16:49:10+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 10:30 AM, 1 NNW Barksdale [Real Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251530/201609251530",1,IA
395,iembot_ewx,"At 10:00 AM, Leakey [Real Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251500/201609251500",2016-09-25 16:45:37+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 10:00 AM, Leakey [Real Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251500/201609251500",1,IA
396,iembot_top,"At 11:30 AM, 4 WNW Valley Falls [Jefferson Co, KS] EMERGENCY MNGR reports FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609251630/201609251630",2016-09-25 16:42:53+00:00,0,0,,#TOP,,iembot top,"iembot top At 11:30 AM, 4 WNW Valley Falls [Jefferson Co, KS] EMERGENCY MNGR reports FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609251630/201609251630",1,IA
397,iembot_ewx,"At 9:45 AM, 3 WSW Rocksprings [Edwards Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251445/201609251445",2016-09-25 16:34:41+00:00,0,0,,#EWX,,iembot ewx,"iembot ewx At 9:45 AM, 3 WSW Rocksprings [Edwards Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #EWX http://mesonet.agron.iastate.edu/lsr/#EWX/201609251445/201609251445",1,IA
398,MilwaukeeCP,"Iowa, Wisconsin face flood threat with swollen rivers http://bit.ly/2d96idS",2016-09-25 16:29:35+00:00,0,0,,,,MilwaukeeCP,"MilwaukeeCP Iowa, Wisconsin face flood threat with swollen rivers http://bit.ly/2d96idS",1,IA
399,iembot_mkx,"At 3:00 PM, 3 ESE Reedsburg [Sauk Co, WI] DEPT OF HIGHWAYS reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609242000/201609242000",2016-09-25 16:21:19+00:00,0,0,,#MKX,,iembot mkx,"iembot mkx At 3:00 PM, 3 ESE Reedsburg [Sauk Co, WI] DEPT OF HIGHWAYS reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609242000/201609242000",1,IA
400,iembot_mkx,"At 3:00 PM, Rock Springs [Sauk Co, WI] PUBLIC reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609242000/201609242000",2016-09-25 16:18:18+00:00,0,0,,#MKX,,iembot mkx,"iembot mkx At 3:00 PM, Rock Springs [Sauk Co, WI] PUBLIC reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609242000/201609242000",1,IA
401,iembot_mkx,"At 3:00 PM, 7 SW Endeavor [Marquette Co, WI] DEPT OF HIGHWAYS reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609242000/201609242000",2016-09-25 16:15:48+00:00,0,0,,#MKX,,iembot mkx,"iembot mkx At 3:00 PM, 7 SW Endeavor [Marquette Co, WI] DEPT OF HIGHWAYS reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609242000/201609242000",1,IA
402,iembot_mkx,"At 3:00 PM, 7 E Wisconsin Dells [Columbia Co, WI] DEPT OF HIGHWAYS reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609232000/201609232000",2016-09-25 16:14:01+00:00,0,0,,#MKX,,iembot mkx,"iembot mkx At 3:00 PM, 7 E Wisconsin Dells [Columbia Co, WI] DEPT OF HIGHWAYS reports FLOOD #MKX http://mesonet.agron.iastate.edu/lsr/#MKX/201609232000/201609232000",1,IA
403,iembot_dmx,"At 11:00 PM, 1 SW Murray [Clarke Co, IA] TRAINED SPOTTER reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609250400/201609250400",2016-09-25 16:04:43+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 11:00 PM, 1 SW Murray [Clarke Co, IA] TRAINED SPOTTER reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609250400/201609250400",1,IA
404,iembot_sjt,"At 1:42 AM, SAN Angelo [Tom Green Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #SJT http://mesonet.agron.iastate.edu/lsr/#SJT/201609250642/201609250642",2016-09-25 15:35:45+00:00,0,0,,#SJT,,iembot sjt,"iembot sjt At 1:42 AM, SAN Angelo [Tom Green Co, TX] LAW ENFORCEMENT reports FLASH FLOOD #SJT http://mesonet.agron.iastate.edu/lsr/#SJT/201609250642/201609250642",1,IA
405,USGS_TexasFlood,"#USGS08164370 - Navidad Rv at Morales, TX is above NWS flood stage (29ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08164370&amp;t=20160925094500",2016-09-25 15:07:04+00:00,0,0,,#USGS08164370,,USGS TexasFlood,"USGS TexasFlood #USGS08164370 - Navidad Rv at Morales, TX is above NWS flood stage (29ft) http://waterdata.usgs.gov/tx/nwis/uv?site_no=08164370&amp;t=20160925094500",1,IA
406,NWSSanAntonio, Move to higher ground! Flash Flood Warning including Rocksprings TX and Loma Alta TX until 12:00 PM CDT ,2016-09-25 14:33:26+00:00,5,1,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning including Rocksprings TX and Loma Alta TX until 12:00 PM CDT ,1,IA
407,FortWorthCP,"NWS Fort Worth Urban, small stream flood advisory for western Tarrant County until 10:15 a.m. Benbrook reported1 to… http://toplocalnow.com/us/fort-worth",2016-09-25 14:17:04+00:00,0,0,,,,FortWorthCP,"FortWorthCP NWS Fort Worth Urban, small stream flood advisory for western Tarrant County until 10:15 a.m. Benbrook reported1 to… http://toplocalnow.com/us/fort-worth",1,IA
408,NWSSanAntonio, Move to higher ground! Flash Flood Warning including Camp Wood TX and Leakey TX until 11:45 AM CDT ,2016-09-25 13:50:50+00:00,12,9,,,,NWSSanAntonio,NWSSanAntonio  Move to higher ground! Flash Flood Warning including Camp Wood TX and Leakey TX until 11:45 AM CDT ,1,IA
409,iembot_fwd,"At 8:00 AM, Fort Worth [Tarrant Co, TX] PUBLIC reports FLOOD #FWD http://mesonet.agron.iastate.edu/lsr/#FWD/201609251300/201609251300",2016-09-25 13:37:43+00:00,1,0,,#FWD,,iembot fwd,"iembot fwd At 8:00 AM, Fort Worth [Tarrant Co, TX] PUBLIC reports FLOOD #FWD http://mesonet.agron.iastate.edu/lsr/#FWD/201609251300/201609251300",1,IA
410,SDReptiles,This creek is normally only 5 or 6 feet wide. #flooding #flood @Fireman Park https://www.instagram.com/p/BKxL3K5h1uN/,2016-09-25 06:16:39+00:00,0,1,,#flooding #flood,,SDReptiles,SDReptiles This creek is normally only 5 or 6 feet wide. #flooding #flood @Fireman Park https://www.instagram.com/p/BKxL3K5h1uN/,1,IA
411,iembot_top,"At 9:26 PM, 1 NE Silver Lake [Shawnee Co, KS] TRAINED SPOTTER reports FLASH FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609250226/201609250226",2016-09-25 05:46:56+00:00,0,0,,#TOP,,iembot top,"iembot top At 9:26 PM, 1 NE Silver Lake [Shawnee Co, KS] TRAINED SPOTTER reports FLASH FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609250226/201609250226",1,IA
412,iembot_top,"At 8:54 PM, 7 WNW Pauline [Shawnee Co, KS] EMERGENCY MNGR reports FLASH FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609250154/201609250154",2016-09-25 05:46:56+00:00,0,0,,#TOP,,iembot top,"iembot top At 8:54 PM, 7 WNW Pauline [Shawnee Co, KS] EMERGENCY MNGR reports FLASH FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609250154/201609250154",1,IA
413,iembot_top,"At 8:41 PM, 5 SE Silver Lake [Shawnee Co, KS] LAW ENFORCEMENT reports FLASH FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609250141/201609250141",2016-09-25 05:46:56+00:00,0,0,,#TOP,,iembot top,"iembot top At 8:41 PM, 5 SE Silver Lake [Shawnee Co, KS] LAW ENFORCEMENT reports FLASH FLOOD #TOP http://mesonet.agron.iastate.edu/lsr/#TOP/201609250141/201609250141",1,IA
414,NWSMidland, Move to higher ground! Flash Flood Warning including Colorado City TX and Loraine TX until 4:00 AM CDT ,2016-09-25 04:59:33+00:00,8,4,,,,NWSMidland,NWSMidland  Move to higher ground! Flash Flood Warning including Colorado City TX and Loraine TX until 4:00 AM CDT ,1,IA
415,W_A_L_L_E_R_,Since I can't get enough of her ..I figure I'd flood your timelines with this beauty @Virginia… https://www.instagram.com/p/BKxCV0kAave/,2016-09-25 04:53:26+00:00,0,1,,,,W A L L E R ,W A L L E R  Since I can't get enough of her ..I figure I'd flood your timelines with this beauty @Virginia… https://www.instagram.com/p/BKxCV0kAave/,1,IA
